policy_id,customer_id,product_id,agent_id,policy_status,start_date,end_date,annual_premium_usd,sum_assured_usd,payment_frequency,payment_method,underwriting_class,riders,channel,region
POL-000544,CUST-01051,PROD-016,AGT-0035,Matured,2023-10-19,2024-10-18,836.2,48104.33,Quarterly,Auto-Debit,Preferred,"Hospital Cash,CI Rider,Disability",Broker,Vietnam
POL-000545,CUST-01518,PROD-013,AGT-0035,Active,2022-10-31,2023-10-31,2161.95,120548.87,Quarterly,Bank Transfer,Standard,,Broker,Vietnam
POL-000546,CUST-01168,PROD-015,AGT-0005,Active,2021-08-21,2022-08-21,492.8,41961.86,Semi-Annual,Credit Card,Standard,Accidental Death,Agency,Singapore
POL-000547,CUST-00788,PROD-015,AGT-0010,Active,2018-12-26,2019-12-26,374.08,17283.39,Monthly,Auto-Debit,Standard,Disability,Broker,Malaysia
POL-000548,CUST-00374,PROD-010,AGT-0049,Surrendered,2022-07-20,2023-07-20,405.81,27891.36,Monthly,Bank Transfer,Declined,,Agency,Mainland China
POL-000549,CUST-00861,PROD-011,AGT-0004,Lapsed,2024-05-15,2054-05-08,8031.42,571756.82,Quarterly,Credit Card,Substandard,"Accidental Death,CI Rider,Hospital Cash",Agency,Singapore
POL-000550,CUST-00176,PROD-008,AGT-0008,Lapsed,2024-11-08,2025-11-08,1352.61,38544.85,Quarterly,Cash,Standard,,Digital,Singapore
POL-000551,CUST-00565,PROD-015,AGT-0039,Active,2018-07-17,2019-07-17,521.6,41046.15,Semi-Annual,Credit Card,Substandard,,Bancassurance,Malaysia
POL-000552,CUST-00673,PROD-004,AGT-0039,Active,2020-07-01,2021-07-01,3220.72,298312.12,Monthly,Credit Card,Preferred,"Disability,Waiver of Premium,CI Rider",Bancassurance,South Korea
POL-000553,CUST-01278,PROD-014,AGT-0044,Active,2018-07-24,2019-07-24,5525.21,475992.46,Semi-Annual,Auto-Debit,Standard,"CI Rider,Disability,Waiver of Premium",Agency,Vietnam
POL-000554,CUST-00211,PROD-016,AGT-0049,Active,2023-03-27,2024-03-26,1204.24,104553.05,Monthly,Cash,Declined,,Agency,Indonesia
POL-000555,CUST-01141,PROD-001,AGT-0022,Active,2023-10-27,2028-10-25,5631.0,267873.17,Monthly,Auto-Debit,Declined,"Disability,Hospital Cash,CI Rider",Agency,Vietnam
POL-000556,CUST-00992,PROD-006,AGT-0019,Active,2018-01-28,2019-01-28,303.34,7491.77,Monthly,Cash,Standard,"Hospital Cash,CI Rider,Waiver of Premium",Bancassurance,Thailand
POL-000557,CUST-01584,PROD-005,AGT-0044,Active,2021-06-24,2022-06-24,1693.14,119693.85,Semi-Annual,Credit Card,Substandard,"Disability,Accidental Death",Agency,Philippines
POL-000558,CUST-00371,PROD-012,AGT-0005,Active,2024-09-19,2034-09-17,8598.21,228884.46,Annual,Bank Transfer,Preferred,"Disability,Accidental Death",Agency,Vietnam
POL-000559,CUST-00297,PROD-015,AGT-0049,Active,2023-06-15,2024-06-14,765.27,44292.3,Semi-Annual,Bank Transfer,Declined,Accidental Death,Agency,Taiwan
POL-000560,CUST-01264,PROD-012,AGT-0048,Active,2022-02-27,2032-02-25,6209.47,469001.15,Quarterly,Credit Card,Preferred,,Direct,South Korea
POL-000561,CUST-00241,PROD-004,AGT-0021,Surrendered,2021-10-20,2022-10-20,2833.18,193114.17,Semi-Annual,Credit Card,Preferred,"Hospital Cash,Accidental Death",Agency,Singapore
POL-000562,CUST-00322,PROD-007,AGT-0031,Active,2022-01-21,2023-01-21,862.4,69550.45,Quarterly,Credit Card,Declined,"Accidental Death,Hospital Cash",Bancassurance,Thailand
POL-000563,CUST-00307,PROD-008,AGT-0010,Active,2021-02-15,2022-02-15,1739.57,132022.11,Quarterly,Auto-Debit,Declined,"Hospital Cash,CI Rider,Waiver of Premium",Broker,Hong Kong
POL-000564,CUST-01130,PROD-001,AGT-0032,Active,2020-03-19,2025-03-18,6256.41,312212.8,Semi-Annual,Auto-Debit,Substandard,,Digital,Singapore
POL-000565,CUST-01830,PROD-010,AGT-0034,Active,2019-12-01,2020-11-30,551.7,23948.46,Quarterly,Cash,Preferred,"Hospital Cash,CI Rider",Bancassurance,Malaysia
POL-000566,CUST-01533,PROD-006,AGT-0037,Active,2020-02-15,2021-02-14,745.57,59595.15,Annual,Bank Transfer,Substandard,"Accidental Death,CI Rider,Waiver of Premium",Bancassurance,Singapore
POL-000567,CUST-01073,PROD-002,AGT-0024,Active,2021-12-13,2041-12-08,2088.83,179876.67,Quarterly,Bank Transfer,Standard,"CI Rider,Hospital Cash,Waiver of Premium",Bancassurance,Singapore
POL-000568,CUST-00131,PROD-003,AGT-0024,Active,2020-03-21,2021-03-21,1970.46,139652.11,Monthly,Bank Transfer,Substandard,,Bancassurance,Indonesia
POL-000569,CUST-01699,PROD-010,AGT-0029,Matured,2023-05-07,2024-05-06,701.07,56484.91,Annual,Bank Transfer,Declined,,Digital,Mainland China
POL-000570,CUST-00485,PROD-015,AGT-0038,Active,2024-08-04,2025-08-04,666.05,13742.02,Semi-Annual,Bank Transfer,Preferred,,Agency,Thailand
POL-000571,CUST-01635,PROD-006,AGT-0046,Cancelled,2019-09-07,2020-09-06,632.83,51973.48,Annual,Auto-Debit,Declined,"Accidental Death,CI Rider",Agency,Indonesia
POL-000572,CUST-01623,PROD-013,AGT-0018,Active,2021-03-26,2022-03-26,1226.48,40084.54,Annual,Bank Transfer,Preferred,Waiver of Premium,Broker,Singapore
POL-000573,CUST-01110,PROD-007,AGT-0018,Surrendered,2022-07-29,2023-07-29,2138.22,158503.21,Quarterly,Cash,Standard,Disability,Broker,Hong Kong
POL-000574,CUST-00117,PROD-015,AGT-0005,Active,2024-04-08,2025-04-08,753.15,71859.55,Annual,Bank Transfer,Substandard,"Waiver of Premium,Disability",Agency,Hong Kong
POL-000575,CUST-01948,PROD-013,AGT-0043,Active,2023-12-08,2024-12-07,1039.84,80728.34,Monthly,Cash,Preferred,"Waiver of Premium,Hospital Cash,CI Rider",Agency,Hong Kong
POL-000576,CUST-00380,PROD-016,AGT-0033,Active,2022-03-09,2023-03-09,1220.25,102012.17,Monthly,Bank Transfer,Declined,Waiver of Premium,Digital,Philippines
POL-000577,CUST-00738,PROD-013,AGT-0039,Active,2021-09-26,2022-09-26,1676.1,120747.44,Quarterly,Auto-Debit,Standard,"Disability,Hospital Cash,Waiver of Premium",Bancassurance,Hong Kong
POL-000578,CUST-00288,PROD-007,AGT-0021,Active,2019-11-20,2020-11-19,1694.83,107967.25,Monthly,Cash,Standard,,Agency,Vietnam
POL-000579,CUST-00188,PROD-001,AGT-0030,Cancelled,2019-02-12,2024-02-11,3603.87,286738.91,Quarterly,Cash,Standard,CI Rider,Bancassurance,Hong Kong
POL-000580,CUST-01048,PROD-001,AGT-0033,Active,2021-09-28,2026-09-27,6673.87,487109.74,Semi-Annual,Bank Transfer,Declined,Waiver of Premium,Digital,Hong Kong
POL-000581,CUST-01722,PROD-007,AGT-0012,Active,2022-11-03,2023-11-03,2181.57,168235.17,Annual,Cash,Preferred,Waiver of Premium,Direct,Mainland China
POL-000582,CUST-01465,PROD-003,AGT-0044,Active,2023-08-28,2024-08-27,841.9,37341.95,Semi-Annual,Bank Transfer,Standard,"Disability,CI Rider,Accidental Death",Agency,South Korea
POL-000583,CUST-01964,PROD-013,AGT-0033,Active,2020-12-06,2021-12-06,1007.29,64895.58,Monthly,Credit Card,Declined,"CI Rider,Accidental Death",Digital,Hong Kong
POL-000584,CUST-01226,PROD-003,AGT-0046,Active,2020-07-24,2021-07-24,912.82,29903.19,Annual,Auto-Debit,Declined,,Agency,Hong Kong
POL-000585,CUST-00445,PROD-002,AGT-0009,Active,2020-05-20,2040-05-15,1251.7,32260.45,Annual,Credit Card,Substandard,Accidental Death,Agency,Hong Kong
POL-000586,CUST-01780,PROD-005,AGT-0032,Matured,2021-07-13,2022-07-13,1568.07,100532.91,Semi-Annual,Bank Transfer,Standard,"Accidental Death,Waiver of Premium,Disability",Digital,Vietnam
POL-000587,CUST-00239,PROD-013,AGT-0023,Active,2019-06-18,2020-06-17,1977.78,66052.24,Monthly,Credit Card,Substandard,Waiver of Premium,Bancassurance,Hong Kong
POL-000588,CUST-01914,PROD-002,AGT-0002,Active,2018-10-12,2038-10-07,1935.98,140755.25,Semi-Annual,Credit Card,Preferred,"Accidental Death,Disability,Waiver of Premium",Digital,Singapore
POL-000589,CUST-01113,PROD-001,AGT-0005,Active,2020-05-31,2025-05-30,5273.02,508314.85,Monthly,Auto-Debit,Standard,,Agency,Mainland China
POL-000590,CUST-01773,PROD-009,AGT-0025,Active,2024-11-28,2025-11-28,455.59,40649.79,Annual,Credit Card,Declined,"Accidental Death,CI Rider,Waiver of Premium",Bancassurance,Hong Kong
POL-000591,CUST-00075,PROD-010,AGT-0024,Active,2018-07-18,2019-07-18,591.47,38867.1,Annual,Bank Transfer,Substandard,Accidental Death,Bancassurance,Singapore
POL-000592,CUST-01968,PROD-007,AGT-0024,Active,2018-04-22,2019-04-22,1015.57,52992.43,Quarterly,Auto-Debit,Standard,,Bancassurance,South Korea
POL-000593,CUST-00640,PROD-009,AGT-0025,Matured,2019-05-05,2020-05-04,503.73,11505.01,Monthly,Auto-Debit,Standard,Accidental Death,Bancassurance,South Korea
POL-000594,CUST-01347,PROD-005,AGT-0002,Matured,2024-08-20,2025-08-20,1376.43,49883.42,Quarterly,Auto-Debit,Standard,"Hospital Cash,Waiver of Premium,Disability",Digital,Hong Kong
POL-000595,CUST-01726,PROD-007,AGT-0022,Active,2024-05-11,2025-05-11,1826.99,97869.26,Quarterly,Credit Card,Preferred,"Accidental Death,Hospital Cash,Disability",Agency,Hong Kong
POL-000596,CUST-00570,PROD-007,AGT-0015,Active,2024-10-14,2025-10-14,998.62,45543.83,Monthly,Credit Card,Substandard,,Agency,Thailand
POL-000597,CUST-00803,PROD-005,AGT-0044,Lapsed,2022-03-25,2023-03-25,1512.47,35549.03,Annual,Bank Transfer,Standard,"CI Rider,Hospital Cash",Agency,Thailand
POL-000598,CUST-00012,PROD-001,AGT-0015,Cancelled,2024-06-23,2029-06-22,3486.77,246340.31,Semi-Annual,Auto-Debit,Declined,"Accidental Death,Waiver of Premium",Agency,Taiwan
POL-000599,CUST-00201,PROD-004,AGT-0049,Active,2024-09-14,2025-09-14,1561.2,57902.9,Annual,Auto-Debit,Standard,,Agency,Hong Kong
POL-000600,CUST-00832,PROD-001,AGT-0039,Active,2019-04-05,2024-04-03,6103.46,495911.98,Semi-Annual,Credit Card,Preferred,"CI Rider,Disability,Hospital Cash",Bancassurance,South Korea
POL-000601,CUST-00726,PROD-001,AGT-0018,Active,2022-07-02,2027-07-01,2777.55,142533.3,Quarterly,Auto-Debit,Preferred,"Hospital Cash,CI Rider,Disability",Broker,Hong Kong
POL-000602,CUST-01802,PROD-016,AGT-0011,Matured,2018-02-11,2019-02-11,670.04,13588.17,Annual,Credit Card,Standard,CI Rider,Digital,Taiwan
POL-000603,CUST-01604,PROD-011,AGT-0015,Active,2021-03-10,2051-03-03,10089.19,808814.48,Semi-Annual,Bank Transfer,Declined,,Agency,South Korea
POL-000604,CUST-01406,PROD-015,AGT-0019,Active,2021-10-12,2022-10-12,468.36,41726.32,Semi-Annual,Auto-Debit,Standard,,Bancassurance,Mainland China
POL-000605,CUST-00102,PROD-005,AGT-0041,Lapsed,2024-12-03,2025-12-03,2115.91,208216.18,Semi-Annual,Auto-Debit,Declined,Hospital Cash,Agency,Hong Kong
POL-000606,CUST-00870,PROD-009,AGT-0009,Active,2023-01-14,2024-01-14,603.4,40717.58,Monthly,Credit Card,Standard,Hospital Cash,Agency,Hong Kong
POL-000607,CUST-00663,PROD-002,AGT-0042,Lapsed,2023-11-07,2043-11-02,1270.21,97528.32,Annual,Credit Card,Preferred,CI Rider,Digital,Indonesia
POL-000608,CUST-00013,PROD-015,AGT-0019,Active,2019-04-06,2020-04-05,638.1,52801.62,Quarterly,Auto-Debit,Preferred,"Hospital Cash,Accidental Death",Bancassurance,Indonesia
POL-000609,CUST-01354,PROD-003,AGT-0013,Active,2020-11-08,2021-11-08,1818.47,101849.85,Quarterly,Credit Card,Substandard,"Waiver of Premium,CI Rider",Digital,Hong Kong
POL-000610,CUST-00758,PROD-009,AGT-0044,Cancelled,2018-05-10,2019-05-10,312.27,12423.95,Monthly,Auto-Debit,Substandard,Disability,Agency,Thailand
POL-000611,CUST-00233,PROD-015,AGT-0013,Active,2024-11-18,2025-11-18,459.87,36978.79,Annual,Credit Card,Standard,Disability,Digital,South Korea
POL-000612,CUST-00867,PROD-012,AGT-0028,Matured,2019-03-23,2029-03-20,5224.31,129941.89,Annual,Auto-Debit,Declined,"CI Rider,Disability",Digital,Hong Kong
POL-000613,CUST-00771,PROD-009,AGT-0030,Active,2024-03-23,2025-03-23,666.7,33730.46,Monthly,Auto-Debit,Substandard,,Bancassurance,Mainland China
POL-000614,CUST-01526,PROD-003,AGT-0042,Cancelled,2021-06-06,2022-06-06,1115.77,110166.65,Quarterly,Auto-Debit,Declined,,Digital,South Korea
POL-000615,CUST-01804,PROD-006,AGT-0033,Active,2022-11-05,2023-11-05,349.13,11011.68,Semi-Annual,Credit Card,Substandard,Disability,Digital,South Korea
POL-000616,CUST-01385,PROD-005,AGT-0021,Cancelled,2021-09-28,2022-09-28,1000.97,39727.69,Annual,Auto-Debit,Standard,,Agency,Vietnam
POL-000617,CUST-01764,PROD-002,AGT-0050,Surrendered,2021-11-30,2041-11-25,1404.52,124299.99,Monthly,Auto-Debit,Preferred,,Broker,Singapore
POL-000618,CUST-01989,PROD-014,AGT-0032,Active,2020-06-17,2021-06-17,6692.48,526806.44,Monthly,Bank Transfer,Substandard,,Digital,Hong Kong
POL-000619,CUST-00215,PROD-014,AGT-0041,Active,2023-04-29,2024-04-28,4697.69,244974.37,Monthly,Credit Card,Standard,"Waiver of Premium,CI Rider",Agency,South Korea
POL-000620,CUST-01805,PROD-004,AGT-0038,Active,2023-02-20,2024-02-20,1599.54,77289.2,Semi-Annual,Auto-Debit,Substandard,,Agency,Hong Kong
POL-000621,CUST-01741,PROD-014,AGT-0038,Active,2019-04-22,2020-04-21,6692.79,266230.45,Annual,Cash,Preferred,"Accidental Death,Waiver of Premium",Agency,Thailand
POL-000622,CUST-01581,PROD-011,AGT-0048,Active,2022-03-07,2052-02-28,9354.53,504853.23,Annual,Bank Transfer,Declined,CI Rider,Direct,Malaysia
POL-000623,CUST-00465,PROD-006,AGT-0046,Cancelled,2023-05-04,2024-05-03,401.44,38965.04,Annual,Credit Card,Preferred,,Agency,Singapore
POL-000624,CUST-01170,PROD-002,AGT-0021,Surrendered,2022-08-03,2042-07-29,1830.88,83655.79,Monthly,Auto-Debit,Standard,Hospital Cash,Agency,Hong Kong
POL-000625,CUST-00392,PROD-001,AGT-0029,Active,2022-06-15,2027-06-14,4640.14,410531.63,Annual,Cash,Standard,"Waiver of Premium,Hospital Cash,CI Rider",Digital,Malaysia
POL-000626,CUST-01285,PROD-003,AGT-0038,Lapsed,2019-02-28,2020-02-28,1432.18,29495.33,Quarterly,Bank Transfer,Declined,CI Rider,Agency,Singapore
POL-000627,CUST-00513,PROD-007,AGT-0030,Cancelled,2020-10-18,2021-10-18,1674.53,42517.33,Semi-Annual,Bank Transfer,Substandard,,Bancassurance,Thailand
POL-000628,CUST-00386,PROD-012,AGT-0044,Lapsed,2023-05-27,2033-05-24,9706.08,819032.29,Quarterly,Cash,Standard,,Agency,Singapore
POL-000629,CUST-00223,PROD-010,AGT-0030,Active,2022-04-13,2023-04-13,701.22,23593.27,Semi-Annual,Cash,Declined,Hospital Cash,Bancassurance,Mainland China
POL-000630,CUST-00640,PROD-004,AGT-0018,Active,2021-08-18,2022-08-18,4100.77,342332.78,Semi-Annual,Cash,Preferred,,Broker,South Korea
POL-000631,CUST-01336,PROD-004,AGT-0050,Active,2022-06-12,2023-06-12,2929.6,135187.18,Annual,Bank Transfer,Declined,,Broker,Thailand
POL-000632,CUST-00029,PROD-009,AGT-0015,Active,2024-02-26,2025-02-25,360.55,10804.25,Semi-Annual,Cash,Standard,"Hospital Cash,CI Rider,Waiver of Premium",Agency,Vietnam
POL-000633,CUST-01064,PROD-002,AGT-0044,Active,2020-12-19,2040-12-14,2784.31,168897.45,Quarterly,Auto-Debit,Substandard,"Accidental Death,Disability,CI Rider",Agency,Singapore
POL-000634,CUST-00135,PROD-015,AGT-0014,Cancelled,2020-12-10,2021-12-10,762.25,17317.36,Annual,Bank Transfer,Declined,Waiver of Premium,Agency,Thailand
POL-000635,CUST-00537,PROD-007,AGT-0045,Cancelled,2019-01-19,2020-01-19,1646.68,57961.19,Quarterly,Bank Transfer,Standard,"Hospital Cash,Waiver of Premium",Direct,Hong Kong
POL-000636,CUST-01332,PROD-008,AGT-0001,Active,2023-11-19,2024-11-18,2982.36,114488.48,Monthly,Cash,Substandard,"CI Rider,Hospital Cash,Disability",Bancassurance,Malaysia
POL-000637,CUST-00379,PROD-016,AGT-0013,Surrendered,2024-04-16,2025-04-16,1209.76,63596.81,Quarterly,Bank Transfer,Declined,Accidental Death,Digital,Philippines
POL-000638,CUST-01302,PROD-016,AGT-0045,Active,2024-04-06,2025-04-06,631.73,16434.72,Quarterly,Bank Transfer,Substandard,Waiver of Premium,Direct,Philippines
POL-000639,CUST-01910,PROD-006,AGT-0006,Active,2020-03-30,2021-03-30,496.42,12448.61,Quarterly,Bank Transfer,Substandard,,Broker,Taiwan
POL-000640,CUST-01872,PROD-016,AGT-0049,Active,2023-11-05,2024-11-04,978.06,20604.93,Semi-Annual,Credit Card,Declined,CI Rider,Agency,Singapore
POL-000641,CUST-01871,PROD-009,AGT-0034,Active,2023-09-16,2024-09-15,299.84,14116.55,Monthly,Cash,Declined,,Bancassurance,Singapore
POL-000642,CUST-00356,PROD-008,AGT-0029,Active,2024-11-01,2025-11-01,2637.2,179696.13,Quarterly,Credit Card,Preferred,CI Rider,Digital,Hong Kong
POL-000643,CUST-01324,PROD-004,AGT-0018,Active,2022-10-10,2023-10-10,3097.84,123895.65,Annual,Bank Transfer,Preferred,Waiver of Premium,Broker,Mainland China
POL-000644,CUST-00899,PROD-006,AGT-0041,Matured,2021-05-15,2022-05-15,717.43,38128.47,Monthly,Auto-Debit,Declined,Accidental Death,Agency,Philippines
POL-000645,CUST-00107,PROD-013,AGT-0032,Active,2024-03-13,2025-03-13,799.9,59459.6,Annual,Credit Card,Standard,"Waiver of Premium,Accidental Death",Digital,South Korea
POL-000646,CUST-01150,PROD-001,AGT-0017,Matured,2021-04-22,2026-04-21,4285.2,425738.67,Quarterly,Credit Card,Preferred,"Accidental Death,Hospital Cash,CI Rider",Digital,Vietnam
POL-000647,CUST-00915,PROD-010,AGT-0033,Active,2021-09-12,2022-09-12,450.9,16739.82,Annual,Credit Card,Declined,Accidental Death,Digital,South Korea
POL-000648,CUST-01634,PROD-015,AGT-0030,Surrendered,2022-07-27,2023-07-27,349.13,18602.06,Semi-Annual,Credit Card,Preferred,"Disability,Waiver of Premium,Accidental Death",Bancassurance,Indonesia
POL-000649,CUST-00737,PROD-016,AGT-0019,Active,2018-11-01,2019-11-01,1217.24,82155.28,Quarterly,Cash,Declined,Accidental Death,Bancassurance,Indonesia
POL-000650,CUST-00975,PROD-012,AGT-0027,Active,2018-12-17,2028-12-14,11179.91,677235.49,Semi-Annual,Cash,Declined,"CI Rider,Hospital Cash,Disability",Bancassurance,Malaysia
POL-000651,CUST-00283,PROD-009,AGT-0022,Cancelled,2023-08-31,2024-08-30,379.92,9838.73,Quarterly,Cash,Substandard,"Disability,Accidental Death",Agency,Philippines
POL-000652,CUST-00390,PROD-013,AGT-0003,Active,2021-03-01,2022-03-01,942.42,38976.91,Semi-Annual,Cash,Declined,,Bancassurance,Indonesia
POL-000653,CUST-00319,PROD-004,AGT-0031,Cancelled,2023-10-19,2024-10-18,1984.61,92541.02,Monthly,Cash,Standard,,Bancassurance,South Korea
POL-000654,CUST-01972,PROD-008,AGT-0029,Active,2022-08-11,2023-08-11,1680.16,55357.7,Quarterly,Credit Card,Substandard,CI Rider,Digital,Hong Kong
POL-000655,CUST-00524,PROD-003,AGT-0041,Active,2019-10-05,2020-10-04,1384.29,126461.45,Monthly,Cash,Substandard,"Waiver of Premium,Disability",Agency,Hong Kong
POL-000656,CUST-01074,PROD-014,AGT-0050,Cancelled,2019-02-21,2020-02-21,5404.42,364727.92,Monthly,Cash,Preferred,Waiver of Premium,Broker,Hong Kong
POL-000657,CUST-00482,PROD-005,AGT-0040,Surrendered,2021-05-30,2022-05-30,840.86,62307.55,Semi-Annual,Bank Transfer,Substandard,,Digital,Philippines
POL-000658,CUST-00136,PROD-013,AGT-0024,Active,2023-01-11,2024-01-11,1271.94,57933.63,Annual,Bank Transfer,Preferred,,Bancassurance,Hong Kong
POL-000659,CUST-01992,PROD-001,AGT-0044,Surrendered,2023-07-23,2028-07-21,5304.34,426246.73,Annual,Credit Card,Substandard,"CI Rider,Accidental Death",Agency,Hong Kong
POL-000660,CUST-01072,PROD-010,AGT-0008,Active,2018-07-28,2019-07-28,532.13,10924.82,Annual,Cash,Standard,"Waiver of Premium,Hospital Cash,Disability",Digital,Philippines
POL-000661,CUST-00163,PROD-015,AGT-0025,Active,2022-07-21,2023-07-21,346.35,26126.24,Semi-Annual,Cash,Declined,,Bancassurance,Vietnam
POL-000662,CUST-01046,PROD-003,AGT-0019,Matured,2020-05-22,2021-05-22,1090.69,82061.21,Annual,Cash,Substandard,"Hospital Cash,Disability,Accidental Death",Bancassurance,Hong Kong
POL-000663,CUST-00806,PROD-001,AGT-0025,Active,2024-03-29,2029-03-28,3200.78,262418.37,Monthly,Auto-Debit,Preferred,Disability,Bancassurance,Thailand
POL-000664,CUST-01120,PROD-006,AGT-0041,Active,2021-06-24,2022-06-24,608.05,40803.6,Annual,Cash,Standard,,Agency,Singapore
POL-000665,CUST-01053,PROD-015,AGT-0049,Active,2021-08-04,2022-08-04,653.91,14971.78,Monthly,Bank Transfer,Declined,Hospital Cash,Agency,Taiwan
POL-000666,CUST-01079,PROD-015,AGT-0017,Active,2021-09-28,2022-09-28,398.64,33549.42,Quarterly,Cash,Standard,Accidental Death,Digital,Singapore
POL-000667,CUST-01342,PROD-007,AGT-0002,Active,2024-09-26,2025-09-26,1850.09,80104.42,Monthly,Bank Transfer,Standard,Hospital Cash,Digital,Malaysia
POL-000668,CUST-01741,PROD-011,AGT-0022,Cancelled,2022-12-06,2052-11-28,11256.74,762366.86,Annual,Bank Transfer,Substandard,"CI Rider,Disability,Waiver of Premium",Agency,Thailand
POL-000669,CUST-01923,PROD-008,AGT-0004,Active,2022-04-12,2023-04-12,2652.8,252790.67,Quarterly,Cash,Standard,"Waiver of Premium,Disability",Agency,Philippines
POL-000670,CUST-00584,PROD-004,AGT-0016,Active,2022-06-23,2023-06-23,2856.6,167574.0,Annual,Auto-Debit,Preferred,Accidental Death,Agency,South Korea
POL-000671,CUST-00556,PROD-013,AGT-0031,Active,2020-06-12,2021-06-12,1417.7,95196.1,Semi-Annual,Cash,Standard,Waiver of Premium,Bancassurance,Vietnam
POL-000672,CUST-01716,PROD-010,AGT-0022,Active,2020-12-17,2021-12-17,578.97,54311.16,Semi-Annual,Auto-Debit,Preferred,CI Rider,Agency,Mainland China
POL-000673,CUST-01722,PROD-015,AGT-0026,Lapsed,2024-05-29,2025-05-29,506.1,15024.38,Annual,Cash,Substandard,"Disability,CI Rider,Hospital Cash",Agency,Mainland China
POL-000674,CUST-01786,PROD-001,AGT-0034,Cancelled,2023-05-16,2028-05-14,4639.5,178878.76,Semi-Annual,Credit Card,Preferred,"Disability,Waiver of Premium",Bancassurance,Indonesia
POL-000675,CUST-01528,PROD-010,AGT-0040,Active,2018-08-05,2019-08-05,587.1,48844.54,Semi-Annual,Bank Transfer,Declined,,Digital,Indonesia
POL-000676,CUST-00928,PROD-005,AGT-0024,Active,2021-05-14,2022-05-14,1195.06,93343.02,Annual,Credit Card,Standard,"Hospital Cash,CI Rider",Bancassurance,Thailand
POL-000677,CUST-01695,PROD-006,AGT-0036,Active,2023-05-01,2024-04-30,432.64,10549.95,Monthly,Bank Transfer,Standard,"CI Rider,Waiver of Premium",Bancassurance,Singapore
POL-000678,CUST-00490,PROD-015,AGT-0035,Active,2019-11-21,2020-11-20,941.27,89656.19,Semi-Annual,Cash,Standard,,Broker,South Korea
POL-000679,CUST-01147,PROD-012,AGT-0035,Lapsed,2023-07-20,2033-07-17,7884.07,157949.11,Semi-Annual,Credit Card,Standard,Disability,Broker,Singapore
POL-000680,CUST-01340,PROD-007,AGT-0039,Cancelled,2019-12-12,2020-12-11,2378.66,122489.52,Annual,Auto-Debit,Declined,Waiver of Premium,Bancassurance,Hong Kong
POL-000681,CUST-01563,PROD-016,AGT-0050,Active,2023-05-30,2024-05-29,596.08,31151.39,Annual,Cash,Standard,"Accidental Death,Disability,Hospital Cash",Broker,Hong Kong
POL-000682,CUST-00804,PROD-007,AGT-0035,Active,2019-05-04,2020-05-03,1218.15,115817.14,Annual,Bank Transfer,Substandard,"Hospital Cash,Waiver of Premium,Disability",Broker,Mainland China
POL-000683,CUST-00518,PROD-013,AGT-0026,Active,2022-02-09,2023-02-09,1898.42,80007.81,Monthly,Auto-Debit,Preferred,"Hospital Cash,Disability,Waiver of Premium",Agency,Hong Kong
POL-000684,CUST-01674,PROD-009,AGT-0037,Lapsed,2021-10-10,2022-10-10,406.27,12414.18,Annual,Bank Transfer,Standard,,Bancassurance,Thailand
POL-000685,CUST-01737,PROD-003,AGT-0045,Matured,2019-12-25,2020-12-24,1990.22,137841.51,Quarterly,Credit Card,Standard,Waiver of Premium,Direct,Vietnam
POL-000686,CUST-00728,PROD-008,AGT-0025,Active,2021-08-09,2022-08-09,1269.7,89690.04,Annual,Cash,Standard,,Bancassurance,Thailand
POL-000687,CUST-01900,PROD-003,AGT-0039,Surrendered,2019-11-25,2020-11-24,2007.98,70382.71,Semi-Annual,Bank Transfer,Substandard,,Bancassurance,Thailand
POL-000688,CUST-01945,PROD-009,AGT-0008,Lapsed,2021-07-07,2022-07-07,578.47,26704.68,Quarterly,Cash,Declined,"Waiver of Premium,Accidental Death,CI Rider",Digital,South Korea
POL-000689,CUST-00920,PROD-007,AGT-0016,Cancelled,2020-07-15,2021-07-15,1213.83,56197.97,Semi-Annual,Bank Transfer,Standard,,Agency,Singapore
POL-000690,CUST-01130,PROD-009,AGT-0017,Active,2021-08-05,2022-08-05,485.23,47092.77,Quarterly,Auto-Debit,Standard,"Hospital Cash,Waiver of Premium,CI Rider",Digital,Singapore
POL-000691,CUST-00438,PROD-003,AGT-0035,Matured,2021-06-11,2022-06-11,853.5,61493.22,Annual,Bank Transfer,Preferred,"Hospital Cash,Accidental Death,Waiver of Premium",Broker,Vietnam
POL-000692,CUST-00524,PROD-014,AGT-0024,Active,2022-01-22,2023-01-22,3842.51,306714.84,Monthly,Bank Transfer,Substandard,"CI Rider,Accidental Death,Disability",Bancassurance,Hong Kong
POL-000693,CUST-00534,PROD-010,AGT-0044,Surrendered,2018-08-01,2019-08-01,294.44,20068.86,Quarterly,Credit Card,Substandard,Hospital Cash,Agency,Hong Kong
POL-000694,CUST-00435,PROD-011,AGT-0041,Lapsed,2020-12-09,2050-12-02,13408.5,635939.98,Annual,Bank Transfer,Declined,,Agency,Thailand
POL-000695,CUST-01017,PROD-003,AGT-0049,Active,2020-10-13,2021-10-13,1874.05,187273.25,Annual,Auto-Debit,Standard,Hospital Cash,Agency,Philippines
POL-000696,CUST-01587,PROD-002,AGT-0030,Lapsed,2021-01-24,2041-01-19,2243.89,135170.27,Monthly,Auto-Debit,Preferred,"Waiver of Premium,Hospital Cash",Bancassurance,Indonesia
