document_id,product_id,document_type,title,content,category,region,language,version,effective_date,last_updated
DOC-0079,PROD-011,Policy Wording,AIA Investment-Linked Premium Plan - Policy Wording,"This AIA Investment-Linked Premium Plan policy provides coverage for investment-linked insurance. The maximum coverage amount is USD 446,834.20. Entry age ranges from 18 to 75 years. The policy term is 30 year(s). Available in the following regions: Malaysia,Mainland China,South Korea,Singapore,Taiwan,Vietnam.",Investment-Linked,Taiwan,Chinese,v5.3,2022-11-13,2025-03-18
DOC-0080,PROD-016,Product Disclosure Sheet,AIA Accident Elite Shield - Product Disclosure Sheet,"AIA Accident Elite Shield is a Accident insurance product designed to provide financial protection. Base annual premium starts from USD 757.25. Key benefits include coverage for hospitalization, surgery, and outpatient treatments.",Accident,Philippines,Vietnamese,v5.6,2022-10-25,2025-03-04
DOC-0081,PROD-007,FAQ,AIA Property Premium Shield - FAQ,"Frequently asked questions about AIA Property Premium Shield: Q: What is the waiting period? A: 30 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 30 days from the due date.",Property,Philippines,Thai,v2.7,2021-10-14,2024-04-16
DOC-0082,PROD-015,Exclusion List,AIA Accident Premium Protect - Exclusion List,"The following are excluded from AIA Accident Premium Protect coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Accident,Thailand,Vietnamese,v4.2,2024-01-21,2024-07-13
DOC-0083,PROD-007,Policy Wording,AIA Property Premium Shield - Policy Wording,"This AIA Property Premium Shield policy provides coverage for property insurance. The maximum coverage amount is USD 87,579.46. Entry age ranges from 18 to 75 years. The policy term is 1 year(s). Available in the following regions: Mainland China,Philippines,South Korea.",Property,Philippines,Chinese,v3.9,2023-02-26,2025-11-05
DOC-0084,PROD-003,Underwriting Guidelines,AIA Health Premium Protect - Underwriting Guidelines,"Underwriting guidelines for AIA Health Premium Protect: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 56%.",Health,Singapore,Chinese,v3.0,2023-06-13,2025-08-27
DOC-0085,PROD-005,Benefit Schedule,AIA Motor Premium Shield - Benefit Schedule,"The benefit schedule for AIA Motor Premium Shield includes: Room & Board - up to USD 599/day, ICU - up to USD 1442/day, Surgical fees - up to USD 15703, Annual limit - USD 98,589.45.",Motor,Mainland China,Malay,v1.6,2023-06-07,2023-09-26
DOC-0086,PROD-002,FAQ,AIA Life Elite Protect - FAQ,"Frequently asked questions about AIA Life Elite Protect: Q: What is the waiting period? A: 30 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 30 days from the due date.",Life,Singapore,Vietnamese,v4.2,2022-04-24,2024-02-20
DOC-0087,PROD-007,Exclusion List,AIA Property Premium Shield - Exclusion List,"The following are excluded from AIA Property Premium Shield coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Property,Philippines,Malay,v2.9,2020-11-04,2024-01-10
DOC-0088,PROD-004,Exclusion List,AIA Health Elite Shield - Exclusion List,"The following are excluded from AIA Health Elite Shield coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Health,Hong Kong,Vietnamese,v2.5,2024-03-17,2025-10-06
DOC-0089,PROD-006,Benefit Schedule,AIA Motor Elite Protect - Benefit Schedule,"The benefit schedule for AIA Motor Elite Protect includes: Room & Board - up to USD 720/day, ICU - up to USD 813/day, Surgical fees - up to USD 12150, Annual limit - USD 79,825.42.",Motor,Malaysia,Vietnamese,v1.5,2021-05-01,2024-04-22
DOC-0090,PROD-004,Product Disclosure Sheet,AIA Health Elite Shield - Product Disclosure Sheet,"AIA Health Elite Shield is a Health insurance product designed to provide financial protection. Base annual premium starts from USD 2,145.58. Key benefits include coverage for hospitalization, surgery, and outpatient treatments.",Health,Mainland China,Malay,v4.5,2022-10-16,2023-09-05
DOC-0091,PROD-008,Exclusion List,AIA Property Elite Plan - Exclusion List,"The following are excluded from AIA Property Elite Plan coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Property,South Korea,English,v4.5,2020-07-05,2023-03-03
DOC-0092,PROD-006,Claims Procedure Guide,AIA Motor Elite Protect - Claims Procedure Guide,"To file a claim under AIA Motor Elite Protect: 1. Notify AIA within 30 days of the event. 2. Complete the claim form and attach supporting documents. 3. Submit via AIA mobile app, web portal, or your agent. 4. Claims are typically processed within 5-15 business days. 5. Payment is made via bank transfer to the registered account.",Motor,Taiwan,Chinese,v5.6,2020-01-22,2025-07-24
DOC-0093,PROD-012,Policy Wording,AIA Investment-Linked Elite Plan - Policy Wording,"This AIA Investment-Linked Elite Plan policy provides coverage for investment-linked insurance. The maximum coverage amount is USD 1,162,901.11. Entry age ranges from 18 to 75 years. The policy term is 10 year(s). Available in the following regions: South Korea,Malaysia,Vietnam,Hong Kong,Singapore,Taiwan,Mainland China,Philippines,Thailand,Indonesia.",Investment-Linked,Indonesia,Thai,v1.6,2020-05-02,2023-05-19
DOC-0094,PROD-013,Policy Wording,AIA Critical Illness Premium Plan - Policy Wording,"This AIA Critical Illness Premium Plan policy provides coverage for critical illness insurance. The maximum coverage amount is USD 148,324.39. Entry age ranges from 18 to 65 years. The policy term is 1 year(s). Available in the following regions: Hong Kong,Mainland China,South Korea,Indonesia,Vietnam,Singapore,Taiwan,Thailand.",Critical Illness,Thailand,Vietnamese,v5.9,2022-04-23,2025-09-20
DOC-0095,PROD-005,Underwriting Guidelines,AIA Motor Premium Shield - Underwriting Guidelines,"Underwriting guidelines for AIA Motor Premium Shield: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 77%.",Motor,Philippines,Malay,v4.1,2022-12-10,2025-08-02
DOC-0096,PROD-006,Policy Wording,AIA Motor Elite Protect - Policy Wording,"This AIA Motor Elite Protect policy provides coverage for motor insurance. The maximum coverage amount is USD 79,825.42. Entry age ranges from 18 to 75 years. The policy term is 1 year(s). Available in the following regions: Philippines,Singapore,Indonesia,Malaysia,Taiwan,Vietnam,Hong Kong.",Motor,Taiwan,English,v2.9,2022-02-27,2024-09-06
DOC-0097,PROD-001,Exclusion List,AIA Life Premium Cover - Exclusion List,"The following are excluded from AIA Life Premium Cover coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Life,Malaysia,Chinese,v5.5,2021-08-17,2025-06-01
DOC-0098,PROD-005,FAQ,AIA Motor Premium Shield - FAQ,"Frequently asked questions about AIA Motor Premium Shield: Q: What is the waiting period? A: 60 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 31 days from the due date.",Motor,Mainland China,Vietnamese,v4.7,2020-09-01,2024-02-15
DOC-0099,PROD-011,Underwriting Guidelines,AIA Investment-Linked Premium Plan - Underwriting Guidelines,"Underwriting guidelines for AIA Investment-Linked Premium Plan: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 88%.",Investment-Linked,Mainland China,Chinese,v1.9,2021-07-03,2023-11-16
DOC-0100,PROD-006,Exclusion List,AIA Motor Elite Protect - Exclusion List,"The following are excluded from AIA Motor Elite Protect coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Motor,Taiwan,Chinese,v4.4,2024-10-24,2024-09-14
DOC-0101,PROD-005,FAQ,AIA Motor Premium Shield - FAQ,"Frequently asked questions about AIA Motor Premium Shield: Q: What is the waiting period? A: 30 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 30 days from the due date.",Motor,Indonesia,Chinese,v2.3,2021-12-14,2023-08-20
DOC-0102,PROD-014,Benefit Schedule,AIA Critical Illness Elite Plan - Benefit Schedule,"The benefit schedule for AIA Critical Illness Elite Plan includes: Room & Board - up to USD 879/day, ICU - up to USD 741/day, Surgical fees - up to USD 48025, Annual limit - USD 515,185.46.",Critical Illness,Philippines,Vietnamese,v2.1,2022-04-25,2025-08-01
DOC-0103,PROD-010,Product Disclosure Sheet,AIA Travel Elite Protect - Product Disclosure Sheet,"AIA Travel Elite Protect is a Travel insurance product designed to provide financial protection. Base annual premium starts from USD 368.53. Key benefits include coverage for hospitalization, surgery, and outpatient treatments.",Travel,Indonesia,Vietnamese,v5.3,2020-08-24,2023-10-09
DOC-0104,PROD-006,Underwriting Guidelines,AIA Motor Elite Protect - Underwriting Guidelines,"Underwriting guidelines for AIA Motor Elite Protect: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 25%.",Motor,Philippines,Malay,v2.3,2024-08-21,2023-11-17
DOC-0105,PROD-010,Claims Procedure Guide,AIA Travel Elite Protect - Claims Procedure Guide,"To file a claim under AIA Travel Elite Protect: 1. Notify AIA within 30 days of the event. 2. Complete the claim form and attach supporting documents. 3. Submit via AIA mobile app, web portal, or your agent. 4. Claims are typically processed within 5-15 business days. 5. Payment is made via bank transfer to the registered account.",Travel,Taiwan,Malay,v1.8,2020-01-15,2024-01-06
DOC-0106,PROD-007,Benefit Schedule,AIA Property Premium Shield - Benefit Schedule,"The benefit schedule for AIA Property Premium Shield includes: Room & Board - up to USD 610/day, ICU - up to USD 687/day, Surgical fees - up to USD 47006, Annual limit - USD 87,579.46.",Property,Mainland China,Malay,v3.0,2023-11-15,2025-01-05
DOC-0107,PROD-005,Product Disclosure Sheet,AIA Motor Premium Shield - Product Disclosure Sheet,"AIA Motor Premium Shield is a Motor insurance product designed to provide financial protection. Base annual premium starts from USD 1,133.29. Key benefits include coverage for hospitalization, surgery, and outpatient treatments.",Motor,Mainland China,Chinese,v2.2,2022-12-18,2024-01-27
DOC-0108,PROD-014,Underwriting Guidelines,AIA Critical Illness Elite Plan - Underwriting Guidelines,"Underwriting guidelines for AIA Critical Illness Elite Plan: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 81%.",Critical Illness,South Korea,Chinese,v4.5,2023-03-20,2023-04-15
DOC-0109,PROD-009,Product Disclosure Sheet,AIA Travel Premium Protect - Product Disclosure Sheet,"AIA Travel Premium Protect is a Travel insurance product designed to provide financial protection. Base annual premium starts from USD 378.47. Key benefits include coverage for hospitalization, surgery, and outpatient treatments.",Travel,Mainland China,Chinese,v5.4,2023-06-18,2023-05-15
DOC-0110,PROD-002,Claims Procedure Guide,AIA Life Elite Protect - Claims Procedure Guide,"To file a claim under AIA Life Elite Protect: 1. Notify AIA within 30 days of the event. 2. Complete the claim form and attach supporting documents. 3. Submit via AIA mobile app, web portal, or your agent. 4. Claims are typically processed within 5-15 business days. 5. Payment is made via bank transfer to the registered account.",Life,Taiwan,Malay,v2.3,2022-06-07,2024-05-15
DOC-0111,PROD-010,Underwriting Guidelines,AIA Travel Elite Protect - Underwriting Guidelines,"Underwriting guidelines for AIA Travel Elite Protect: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 27%.",Travel,Thailand,Vietnamese,v5.7,2021-01-16,2023-12-01
DOC-0112,PROD-014,Product Disclosure Sheet,AIA Critical Illness Elite Plan - Product Disclosure Sheet,"AIA Critical Illness Elite Plan is a Critical Illness insurance product designed to provide financial protection. Base annual premium starts from USD 3,605.03. Key benefits include coverage for hospitalization, surgery, and outpatient treatments.",Critical Illness,Thailand,Thai,v4.3,2021-03-31,2024-10-05
DOC-0113,PROD-008,Policy Wording,AIA Property Elite Plan - Policy Wording,"This AIA Property Elite Plan policy provides coverage for property insurance. The maximum coverage amount is USD 276,536.25. Entry age ranges from 18 to 75 years. The policy term is 1 year(s). Available in the following regions: South Korea,Taiwan,Thailand,Mainland China,Indonesia.",Property,Thailand,Thai,v4.0,2022-07-01,2024-11-22
DOC-0114,PROD-006,Policy Wording,AIA Motor Elite Protect - Policy Wording,"This AIA Motor Elite Protect policy provides coverage for motor insurance. The maximum coverage amount is USD 79,825.42. Entry age ranges from 18 to 75 years. The policy term is 1 year(s). Available in the following regions: Philippines,Singapore,Indonesia,Malaysia,Taiwan,Vietnam,Hong Kong.",Motor,Singapore,English,v3.8,2020-08-18,2024-10-20
DOC-0115,PROD-009,Claims Procedure Guide,AIA Travel Premium Protect - Claims Procedure Guide,"To file a claim under AIA Travel Premium Protect: 1. Notify AIA within 30 days of the event. 2. Complete the claim form and attach supporting documents. 3. Submit via AIA mobile app, web portal, or your agent. 4. Claims are typically processed within 5-15 business days. 5. Payment is made via bank transfer to the registered account.",Travel,Mainland China,Malay,v5.2,2023-10-21,2023-01-17
DOC-0116,PROD-007,Underwriting Guidelines,AIA Property Premium Shield - Underwriting Guidelines,"Underwriting guidelines for AIA Property Premium Shield: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 64%.",Property,South Korea,Thai,v2.1,2024-04-05,2025-05-12
DOC-0117,PROD-007,Product Disclosure Sheet,AIA Property Premium Shield - Product Disclosure Sheet,"AIA Property Premium Shield is a Property insurance product designed to provide financial protection. Base annual premium starts from USD 1,200.94. Key benefits include coverage for hospitalization, surgery, and outpatient treatments.",Property,South Korea,Vietnamese,v2.2,2022-12-19,2025-07-03
DOC-0118,PROD-009,Underwriting Guidelines,AIA Travel Premium Protect - Underwriting Guidelines,"Underwriting guidelines for AIA Travel Premium Protect: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 65%.",Travel,Malaysia,Malay,v5.2,2022-03-21,2025-10-18
DOC-0119,PROD-013,Underwriting Guidelines,AIA Critical Illness Premium Plan - Underwriting Guidelines,"Underwriting guidelines for AIA Critical Illness Premium Plan: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 36%.",Critical Illness,Thailand,Vietnamese,v3.8,2022-05-27,2023-12-06
DOC-0120,PROD-012,FAQ,AIA Investment-Linked Elite Plan - FAQ,"Frequently asked questions about AIA Investment-Linked Elite Plan: Q: What is the waiting period? A: 90 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 30 days from the due date.",Investment-Linked,Singapore,Vietnamese,v4.0,2023-06-06,2023-09-01
DOC-0121,PROD-011,Product Disclosure Sheet,AIA Investment-Linked Premium Plan - Product Disclosure Sheet,"AIA Investment-Linked Premium Plan is a Investment-Linked insurance product designed to provide financial protection. Base annual premium starts from USD 7,561.68. Key benefits include coverage for hospitalization, surgery, and outpatient treatments.",Investment-Linked,Taiwan,Chinese,v5.8,2023-02-27,2024-01-15
DOC-0122,PROD-016,Policy Wording,AIA Accident Elite Shield - Policy Wording,"This AIA Accident Elite Shield policy provides coverage for accident insurance. The maximum coverage amount is USD 67,902.61. Entry age ranges from 18 to 75 years. The policy term is 1 year(s). Available in the following regions: Indonesia,Malaysia,Philippines,Singapore,South Korea,Thailand,Taiwan.",Accident,Philippines,Chinese,v4.1,2023-05-23,2024-11-13
DOC-0123,PROD-015,Claims Procedure Guide,AIA Accident Premium Protect - Claims Procedure Guide,"To file a claim under AIA Accident Premium Protect: 1. Notify AIA within 30 days of the event. 2. Complete the claim form and attach supporting documents. 3. Submit via AIA mobile app, web portal, or your agent. 4. Claims are typically processed within 5-15 business days. 5. Payment is made via bank transfer to the registered account.",Accident,Indonesia,Thai,v1.0,2022-10-05,2023-09-12
DOC-0124,PROD-014,Underwriting Guidelines,AIA Critical Illness Elite Plan - Underwriting Guidelines,"Underwriting guidelines for AIA Critical Illness Elite Plan: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 47%.",Critical Illness,Vietnam,Chinese,v1.7,2023-07-17,2023-04-19
DOC-0125,PROD-002,FAQ,AIA Life Elite Protect - FAQ,"Frequently asked questions about AIA Life Elite Protect: Q: What is the waiting period? A: 60 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 31 days from the due date.",Life,South Korea,Vietnamese,v3.8,2021-11-24,2023-09-28
DOC-0126,PROD-010,Exclusion List,AIA Travel Elite Protect - Exclusion List,"The following are excluded from AIA Travel Elite Protect coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Travel,Vietnam,English,v1.8,2020-03-01,2025-09-28
DOC-0127,PROD-012,Claims Procedure Guide,AIA Investment-Linked Elite Plan - Claims Procedure Guide,"To file a claim under AIA Investment-Linked Elite Plan: 1. Notify AIA within 30 days of the event. 2. Complete the claim form and attach supporting documents. 3. Submit via AIA mobile app, web portal, or your agent. 4. Claims are typically processed within 5-15 business days. 5. Payment is made via bank transfer to the registered account.",Investment-Linked,Taiwan,Vietnamese,v4.1,2023-09-08,2025-11-24
DOC-0128,PROD-014,FAQ,AIA Critical Illness Elite Plan - FAQ,"Frequently asked questions about AIA Critical Illness Elite Plan: Q: What is the waiting period? A: 60 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 30 days from the due date.",Critical Illness,Singapore,Vietnamese,v4.7,2020-04-23,2024-07-03
DOC-0129,PROD-001,Policy Wording,AIA Life Premium Cover - Policy Wording,"This AIA Life Premium Cover policy provides coverage for life insurance. The maximum coverage amount is USD 184,972.55. Entry age ranges from 18 to 65 years. The policy term is 5 year(s). Available in the following regions: Taiwan,Malaysia,Vietnam.",Life,Vietnam,English,v2.5,2022-06-07,2025-07-28
DOC-0130,PROD-005,FAQ,AIA Motor Premium Shield - FAQ,"Frequently asked questions about AIA Motor Premium Shield: Q: What is the waiting period? A: 30 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 30 days from the due date.",Motor,Hong Kong,English,v1.0,2021-06-14,2023-04-12
DOC-0131,PROD-009,Benefit Schedule,AIA Travel Premium Protect - Benefit Schedule,"The benefit schedule for AIA Travel Premium Protect includes: Room & Board - up to USD 766/day, ICU - up to USD 1348/day, Surgical fees - up to USD 31800, Annual limit - USD 43,794.54.",Travel,Singapore,Chinese,v5.7,2022-08-10,2024-11-14
DOC-0132,PROD-016,Claims Procedure Guide,AIA Accident Elite Shield - Claims Procedure Guide,"To file a claim under AIA Accident Elite Shield: 1. Notify AIA within 30 days of the event. 2. Complete the claim form and attach supporting documents. 3. Submit via AIA mobile app, web portal, or your agent. 4. Claims are typically processed within 5-15 business days. 5. Payment is made via bank transfer to the registered account.",Accident,Malaysia,Thai,v5.9,2023-01-06,2025-09-12
DOC-0133,PROD-012,Product Disclosure Sheet,AIA Investment-Linked Elite Plan - Product Disclosure Sheet,"AIA Investment-Linked Elite Plan is a Investment-Linked insurance product designed to provide financial protection. Base annual premium starts from USD 5,952.93. Key benefits include coverage for hospitalization, surgery, and outpatient treatments.",Investment-Linked,Thailand,English,v2.1,2021-11-11,2024-02-25
DOC-0134,PROD-009,Exclusion List,AIA Travel Premium Protect - Exclusion List,"The following are excluded from AIA Travel Premium Protect coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Travel,Mainland China,English,v2.8,2022-05-05,2024-11-22
DOC-0135,PROD-002,Underwriting Guidelines,AIA Life Elite Protect - Underwriting Guidelines,"Underwriting guidelines for AIA Life Elite Protect: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 56%.",Life,South Korea,Chinese,v4.3,2023-03-12,2025-02-08
DOC-0136,PROD-013,Policy Wording,AIA Critical Illness Premium Plan - Policy Wording,"This AIA Critical Illness Premium Plan policy provides coverage for critical illness insurance. The maximum coverage amount is USD 148,324.39. Entry age ranges from 18 to 65 years. The policy term is 1 year(s). Available in the following regions: Hong Kong,Mainland China,South Korea,Indonesia,Vietnam,Singapore,Taiwan,Thailand.",Critical Illness,Singapore,Vietnamese,v3.9,2020-06-12,2023-05-17
DOC-0137,PROD-008,Underwriting Guidelines,AIA Property Elite Plan - Underwriting Guidelines,"Underwriting guidelines for AIA Property Elite Plan: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 48%.",Property,South Korea,Malay,v1.9,2024-10-15,2025-08-29
DOC-0138,PROD-003,FAQ,AIA Health Premium Protect - FAQ,"Frequently asked questions about AIA Health Premium Protect: Q: What is the waiting period? A: 90 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 30 days from the due date.",Health,Indonesia,Thai,v5.7,2020-02-07,2023-04-03
DOC-0139,PROD-010,Policy Wording,AIA Travel Elite Protect - Policy Wording,"This AIA Travel Elite Protect policy provides coverage for travel insurance. The maximum coverage amount is USD 22,343.36. Entry age ranges from 0 to 75 years. The policy term is 1 year(s). Available in the following regions: Malaysia,Taiwan,Thailand,Philippines,Indonesia,Vietnam,Mainland China,Hong Kong,Singapore,South Korea.",Travel,Mainland China,Thai,v3.1,2022-02-13,2025-12-19
DOC-0140,PROD-004,Benefit Schedule,AIA Health Elite Shield - Benefit Schedule,"The benefit schedule for AIA Health Elite Shield includes: Room & Board - up to USD 476/day, ICU - up to USD 506/day, Surgical fees - up to USD 49778, Annual limit - USD 327,613.00.",Health,Vietnam,Malay,v4.5,2021-05-02,2023-02-22
DOC-0141,PROD-003,Benefit Schedule,AIA Health Premium Protect - Benefit Schedule,"The benefit schedule for AIA Health Premium Protect includes: Room & Board - up to USD 705/day, ICU - up to USD 671/day, Surgical fees - up to USD 46667, Annual limit - USD 215,896.49.",Health,South Korea,Vietnamese,v5.1,2020-03-24,2024-05-25
DOC-0142,PROD-002,Exclusion List,AIA Life Elite Protect - Exclusion List,"The following are excluded from AIA Life Elite Protect coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Life,Hong Kong,Malay,v4.5,2022-03-03,2024-09-17
DOC-0143,PROD-014,Benefit Schedule,AIA Critical Illness Elite Plan - Benefit Schedule,"The benefit schedule for AIA Critical Illness Elite Plan includes: Room & Board - up to USD 408/day, ICU - up to USD 1927/day, Surgical fees - up to USD 10273, Annual limit - USD 515,185.46.",Critical Illness,Malaysia,Malay,v3.8,2022-04-21,2024-01-11
DOC-0144,PROD-001,Benefit Schedule,AIA Life Premium Cover - Benefit Schedule,"The benefit schedule for AIA Life Premium Cover includes: Room & Board - up to USD 930/day, ICU - up to USD 695/day, Surgical fees - up to USD 25471, Annual limit - USD 184,972.55.",Life,Taiwan,Thai,v2.2,2022-09-01,2025-06-14
DOC-0145,PROD-011,Benefit Schedule,AIA Investment-Linked Premium Plan - Benefit Schedule,"The benefit schedule for AIA Investment-Linked Premium Plan includes: Room & Board - up to USD 815/day, ICU - up to USD 1293/day, Surgical fees - up to USD 18114, Annual limit - USD 446,834.20.",Investment-Linked,Mainland China,Thai,v1.0,2023-01-01,2023-02-17
DOC-0146,PROD-014,FAQ,AIA Critical Illness Elite Plan - FAQ,"Frequently asked questions about AIA Critical Illness Elite Plan: Q: What is the waiting period? A: 30 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 30 days from the due date.",Critical Illness,Mainland China,Chinese,v2.8,2020-02-04,2023-03-05
DOC-0147,PROD-007,Underwriting Guidelines,AIA Property Premium Shield - Underwriting Guidelines,"Underwriting guidelines for AIA Property Premium Shield: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 89%.",Property,South Korea,Chinese,v1.7,2023-11-01,2024-03-21
DOC-0148,PROD-002,Benefit Schedule,AIA Life Elite Protect - Benefit Schedule,"The benefit schedule for AIA Life Elite Protect includes: Room & Board - up to USD 440/day, ICU - up to USD 1789/day, Surgical fees - up to USD 42998, Annual limit - USD 97,473.54.",Life,Hong Kong,Malay,v2.6,2020-03-09,2024-01-27
DOC-0149,PROD-001,Underwriting Guidelines,AIA Life Premium Cover - Underwriting Guidelines,"Underwriting guidelines for AIA Life Premium Cover: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 61%.",Life,Taiwan,Chinese,v1.7,2024-07-07,2024-03-25
DOC-0150,PROD-011,Policy Wording,AIA Investment-Linked Premium Plan - Policy Wording,"This AIA Investment-Linked Premium Plan policy provides coverage for investment-linked insurance. The maximum coverage amount is USD 446,834.20. Entry age ranges from 18 to 75 years. The policy term is 30 year(s). Available in the following regions: Malaysia,Mainland China,South Korea,Singapore,Taiwan,Vietnam.",Investment-Linked,South Korea,Malay,v1.3,2020-08-15,2025-02-21
DOC-0151,PROD-007,Claims Procedure Guide,AIA Property Premium Shield - Claims Procedure Guide,"To file a claim under AIA Property Premium Shield: 1. Notify AIA within 30 days of the event. 2. Complete the claim form and attach supporting documents. 3. Submit via AIA mobile app, web portal, or your agent. 4. Claims are typically processed within 5-15 business days. 5. Payment is made via bank transfer to the registered account.",Property,Philippines,Chinese,v5.0,2022-11-25,2025-12-05
DOC-0152,PROD-009,FAQ,AIA Travel Premium Protect - FAQ,"Frequently asked questions about AIA Travel Premium Protect: Q: What is the waiting period? A: 60 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 30 days from the due date.",Travel,Mainland China,Vietnamese,v5.7,2023-10-31,2025-01-03
DOC-0153,PROD-016,Claims Procedure Guide,AIA Accident Elite Shield - Claims Procedure Guide,"To file a claim under AIA Accident Elite Shield: 1. Notify AIA within 30 days of the event. 2. Complete the claim form and attach supporting documents. 3. Submit via AIA mobile app, web portal, or your agent. 4. Claims are typically processed within 5-15 business days. 5. Payment is made via bank transfer to the registered account.",Accident,Indonesia,Malay,v2.0,2024-12-07,2023-03-18
DOC-0154,PROD-008,Exclusion List,AIA Property Elite Plan - Exclusion List,"The following are excluded from AIA Property Elite Plan coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Property,Indonesia,Malay,v3.8,2023-06-23,2025-04-24
DOC-0155,PROD-004,Exclusion List,AIA Health Elite Shield - Exclusion List,"The following are excluded from AIA Health Elite Shield coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Health,Vietnam,Malay,v2.4,2023-08-10,2023-12-11
